Survived,Pclass,Age,SibSp,Parch,Fare,CabinKnown,FamilySize,IsAlone,Sex_male,Embarked_Q,Embarked_S,Title_Col,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,Title_Sir,Title_the Countess,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Middle_Aged,AgeGroup_Senior,Cluster
1,3,-1.949033640858116,0.4327933656785018,0.7676298785983874,-0.312172377522981,1,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2.200857898491608,-0.4745451962498395,-0.4736736092984604,-0.1138457087351363,1,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,3,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.7407108753870755,0.4327933656785018,5.73284383018578,-0.0187093117785307,0,3.1598334123861687,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3,-1.180535207645204,-0.4745451962498395,-0.4736736092984604,-0.4902797934380587,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1.9703083685277345,-0.4745451962498395,-0.4736736092984604,-0.3262666585535892,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,3,-2.1027333275006983,3.1548090514635256,0.7676298785983874,-0.0619988892296846,0,2.5396987052416584,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.125912128816746,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.5029485386158568,0,-0.5609748304808925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,2,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,-0.1249197866877571,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,0.3564616587806195,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,1,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-1.1036853643239128,-0.4745451962498395,-0.4736736092984604,-0.4867562231804066,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,0.0663597415847833,1,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-1.6416342675729512,2.247470489535184,0.7676298785983874,-0.2240831210816794,0,1.919563998097148,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.6638610320657843,0.4327933656785018,5.73284383018578,-0.0164441594700401,0,3.1598334123861687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.5029485386158568,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,-0.7962859910387481,2.247470489535184,2.008933366495236,4.647001076532463,1,2.5396987052416584,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.489776426258394,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,0.8175607187083667,-0.4745451962498395,-0.4736736092984604,-0.0902720169770847,0,-0.5609748304808925,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1,1,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,2.301728820789,1,0.0591598766636176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,2.8156566450619374,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
0,1,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,1.0060617003323709,0,0.0591598766636176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,0.9712604053509488,0.4327933656785018,-0.4736736092984604,0.3985820801634062,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.5028639729296732,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.8731358343600393,1.340131927606843,-0.4736736092984604,-0.2859972841804228,0,0.6792945838081278,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,3,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.422073540593508,0,0.0591598766636176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,0.8175607187083667,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,2,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,-0.2255932226206731,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,-2.025883484179407,0.4327933656785018,2.008933366495236,0.1887625319294599,0,1.299429290952638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,-0.489776426258394,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0,0.0591598766636176,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.1046374011471275,1.340131927606843,-0.4736736092984604,-0.2119177430835458,0,0.6792945838081278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,-0.2900242216177394,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,3,-1.7184841108942424,3.1548090514635256,0.7676298785983874,0.1506737441786005,0,2.5396987052416584,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,-0.4913710934835715,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,1,1.5092093085999871,0.4327933656785018,-0.4736736092984604,0.8964967865378598,1,0.0591598766636176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,2,-0.0277875578258363,0.4327933656785018,-0.4736736092984604,-0.1249197866877571,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,2.738806801740646,-0.4745451962498395,0.7676298785983874,0.5995101505357573,1,0.0591598766636176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1,1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,0.0663597415847833,1,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.0662124794864819,-0.4745451962498395,-0.4736736092984604,-0.5028639729296732,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,-1.8721837975368247,0.4327933656785018,2.008933366495236,-0.0896840841112365,0,1.299429290952638,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,-1.4110847376090776,4.062147613391868,2.008933366495236,0.2958951755118318,0,3.779968119530679,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,-0.5028639729296732,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,1,0.6638610320657843,-0.4745451962498395,-0.4736736092984604,0.962353321387736,1,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1,1.2018099353148226,0.4327933656785018,-0.4736736092984604,1.0323213593611125,1,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-1.949033640858116,2.247470489535184,2.008933366495236,-0.086663881033249,0,2.5396987052416584,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.0902720169770847,0,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.1046374011471275,0.4327933656785018,0.7676298785983874,-0.3414522396297103,0,0.6792945838081278,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,-0.0277875578258363,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,1,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,3,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,-0.4841568350646187,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.9499856776813304,3.1548090514635256,2.008933366495236,-0.4888542575852486,0,3.1598334123861687,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,-0.2583370877897099,1.340131927606843,-0.4736736092984604,-0.4740049257851434,0,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,2,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-1.0268355210026217,4.062147613391868,2.008933366495236,0.2958951755118318,0,3.779968119530679,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,0.8314778546749452,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0.0591598766636176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,0.489103606816847,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,-0.494391296561559,1,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,-2.192647644186609,-0.4745451962498395,2.008933366495236,-0.0645157251280075,0,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,-0.397241430886295,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,-0.4672094688596716,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.0277875578258363,-0.4745451962498395,-0.4736736092984604,-0.45714212526638,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4916227770734037,0,-0.5609748304808925,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,0.2999221129491485,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,-0.9499856776813304,-0.4745451962498395,-0.4736736092984604,-0.4370074380797968,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,3,0.2796118154593283,2.247470489535184,-0.4736736092984604,-0.3292868616315766,0,1.299429290952638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,3,-1.0268355210026217,0.4327933656785018,3.250236854392083,0.0437082184998772,0,1.919563998097148,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,1,-0.4888866177535834,2.247470489535184,2.008933366495236,4.647001076532463,1,2.5396987052416584,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.0277875578258363,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,-0.4902797934380587,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,1.2786597786361138,0.4327933656785018,-0.4736736092984604,0.5833178351003071,1,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.2583370877897099,0.4327933656785018,2.008933366495236,-0.234150464674971,0,1.299429290952638,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,2.277707741812899,-0.4745451962498395,-0.4736736092984604,-0.5024451714361923,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,3.1999058616683933,-0.4745451962498395,-0.4736736092984604,0.0493298231623713,1,-0.5609748304808925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1,1,-0.4888866177535834,-0.4745451962498395,0.7676298785983874,0.6272778976347743,1,0.0591598766636176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,0.3564616587806195,-0.4745451962498395,0.7676298785983874,-0.1853238482475067,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,2,0.3564616587806195,0.4327933656785018,-0.4736736092984604,-0.1249197866877571,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,-0.6425863043961658,-0.4745451962498395,0.7676298785983874,0.907737982394129,1,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.2796118154593283,-0.4745451962498395,-0.4736736092984604,-0.4741720436887921,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.5870111887444931,1.340131927606843,-0.4736736092984604,-0.4888542575852486,0,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,-0.494391296561559,0,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4918744606632361,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,0.6638610320657843,-0.4745451962498395,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,3,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,-0.1621689579829361,0,0.0591598766636176,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1.3555096219574048,-0.4745451962498395,-0.4736736092984604,0.3985820801634062,1,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,3,-1.1421102859845584,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0.0591598766636176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.719436147717457,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,0,0.0591598766636176,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,-0.9499856776813304,-0.4745451962498395,-0.4736736092984604,-0.3573083057891445,0,-0.5609748304808925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,-0.4888542575852486,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,3.161480940007748,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
0,2,-0.0277875578258363,0.4327933656785018,-0.4736736092984604,-0.2255932226206731,0,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,-0.4120367744322922,-0.4745451962498395,0.7676298785983874,4.335332226633905,1,0.0591598766636176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-2.1027333275006983,3.1548090514635256,2.008933366495236,-0.0187093117785307,0,3.1598334123861687,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,-0.6425863043961658,1.340131927606843,-0.4736736092984604,0.8314778546749452,0,0.6792945838081278,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,2,0.2411868937986827,0.4327933656785018,-0.4736736092984604,-0.0429555020886142,0,0.0591598766636176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,2,0.2411868937986827,-0.4745451962498395,-0.4736736092984604,-0.3866707201133388,1,-0.5609748304808925,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1.893458525206443,-0.4745451962498395,0.7676298785983874,0.907737982394129,1,0.0591598766636176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1,3,-1.3342348942877864,0.4327933656785018,-0.4736736092984604,-0.422073540593508,0,0.0591598766636176,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,-0.4923778278429006,0,-0.5609748304808925,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,-0.5046257580584992,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,3,-0.1046374011471275,0.4327933656785018,0.7676298785983874,-0.1982442770151372,1,0.6792945838081278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,1.2018099353148226,-0.4745451962498395,-0.4736736092984604,-0.5079822104125026,0,-0.5609748304808925,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
